DIDELE 	 d'""id'el'e:
VAIKAI 	 vaik^ai
KIETAI 	 k'iet^ai
SUMIGO 	 sum'""igo:
ALYVA 	 al'i:v""a
ŽIEDAIS 	 Z'ied^ais
APSIPYLĖ 	 ap's'ip'""i:l'E:
VIENAS 	 v'""ienas
EPIZODAS 	 ep'iz""Odas
PATIKO 	 pat'""iko:
GREIČEU 	 gr'eitS'^eu
TEKĖS 	 t'ek'^E:s
UPĖ 	 ""up'E:
TĖVAS 	 t'""E:vas
RYKŠTE 	 r'""i:kS't'e
SUDAVĖ 	 s""udav'E:
PETRAS 	 p'^e:tras
EIGULY 	 ^eigul'i:
SUTIKO 	 sut'""iko:
MAMA 	 mam""a
PAKEIČE 	 pak'^eitS'e
PUODUS 	 p""uodus
PYRĄGO 	 p'i:r^a:go:
GEIDĖ 	 g'^eid'E:
ŠIRDIS 	 S'i.r.'d'""is
MAŽA 	 maZ""a
PELKUTĖ 	 p'e.l.k""ut'E:
DŽIŪSTA 	 dZ'^iu:sta
SENA 	 s'en""a
GELDUTĖ 	 g'e.l.d""ut'E:
SULŪŽO 	 sul""u:Zo:
KARŠIO 	 ka.^r.'S'io:
PELEKAS 	 p'^e:l'ekas
YDŪRĖ 	 i:d""u:r'E:
PAPRAŠYK 	 papraS'^i:k
NEPILTI 	 n'ep'""i.l.'t'i
PIENO 	 p'""ieno:
IŠ 	 ""iS
NĄMO 	 n^a:mo:
PELENAI 	 p'el'en^ai
TELIKO 	 t'el'""iko:
VAIKUS 	 vaik""us
JĖGA 	 jE:g""a
PARSIVEDĖ 	 pa.r.'s'""iv'ed'E:
VAIKAS 	 v^aikas
VARNĄKOJĖ 	 va.r.n^a:ko:jE:
TIKRA 	 t'ikr""a
JŪS 	 j""u:s
ENGETE 	 ""e.N.'g'et'e
VAIKUS 	 vaik""us
SŪNUS 	 su:n""us
LENKE 	 l'""e.N.'k'e:
PARSIVEŽĖ 	 pa.r.'s'""iv'eZ'E:
TĖVAS 	 t'""E:vas
NEVENGE 	 n'ev'""e.N.'g'e
ŠĄKĖS 	 S^a:k'E:s
DĖDĖS 	 d'^E:d'E:s
MEDY 	 m'^e:d'i:
PJAUS 	 p'j^aus
KARVĖS 	 k""a.r.'v'E:s
MYKTI 	 m'^i:kt'i
PRADĖJO 	 prad'""E:jo:
TIKRAS 	 t'""ikras
MURMEKLIS 	 mu.r.'m'^e:kl'is
TĖVAS 	 t'""E:vas
PABĖKS 	 pab'^E:ks
VENGDAMI 	 v'e.N.gdam'""i
KERŠTO 	 k'e.^r.Sto:
TETOS 	 t'et^o:s
UOGIENĖ 	 uog'^ien'E:
PRISVILO 	 p'r'is'v'""ilo:
KEISTA 	 k'eist""a
PUOŠMENA 	 puoS'm'en""a
PUIKUOJASI 	 puik""uojas'i
DĖDĖ 	 d'^E:d'E:
DUOBES 	 duob'""es
IŠKASĖ 	 ""iSkas'E:
PAGALVĖS 	 pag""a.l.'v'E:s
IMPILAS 	 i.^m.'p'ilas
APIPLYŠO 	 ap'ip'l'""i:So:
TETA 	 t'et""a
GIMDĖ 	 g'i.^m.'d'E:
SUNKEI 	 su.^N.'k'ei
DUKTERS 	 dukt'e.^r.s
LAISVUMU 	 laisvum""u
PIKTINOSI 	 p'""ikt'ino:s'i
PETRAS 	 p'^e:tras
ĄPAVU 	 ^a:pavu
DŽEUGĖSI 	 dZ'^eug'E:s'i
SENAS 	 s'^e:nas
ARTOJAS 	 a.r.t""o:jas
ĄRE 	 ^a:r'e
ATJOJO 	 at'j""o:jo:
SARTA 	 sa.r.t""a
KUMELE 	 kum'el'""e
JAUNIMO 	 jaun'""imo:
ŽARGONAS 	 Za.r.g""Onas
PATIKO 	 pat'""iko:
TURBŪT 	 tu.r.b""u:t
IŠKROVA 	 ""iSkro:va
TIKTŪ 	 t'""iktu:
IEŠKAU 	 ""ieSkau
KITO 	 k'""ito:
KELIO 	 k'^e:l'io:
ONA 	 o:n""a
BIBLIJA 	 b'""ib'l'ija
SUSIDOMĖJO 	 sus'ido:m'""E:jo:
TĖVAS 	 t'""E:vas
ENTUZIJĄSTAS 	 e.n.tuz'ij^a:stas
TIKRAS 	 t'""ikras
JŪSŪ 	 j""u:su:
SKENDUOLIUS 	 s'k'e.n.duol'""ius
RĄDO 	 r^a:do:
IŠ 	 ""iS
BAIMĖS 	 b""aim'E:s
ALPSTA 	 a.^l.psta
SŪNUS 	 su:n""us
DĖDĖ 	 d'^E:d'E:
KALTAS 	 ka.^l.tas
LIKO 	 l'""iko:
NAUJŪ 	 nauj^u:
BALDŪ 	 ba.^l.du:
PRĄŠO 	 pr^a:So:
VAIKAI 	 vaik^ai
ADGAL 	 adga.^l.
PASUKO 	 pas""uko:
PRIE 	 p'r'^ie
UPĖS 	 ""up'E:s
DZŪKAS 	 dz^u:kas
PASITIKO 	 pas'it'""iko:
SENOVINIS 	 s'en""o:v'in'is
INDAS 	 i.^n.das
PRADINGO 	 prad'i.^N.go:
JŪSŪ 	 j""u:su:
GINTARAS 	 g'i.^n.taras
ATVAŽEVO 	 atvaZ'^e:vo:
TĖVAS 	 t'""E:vas
OŽY 	 ""o:Z'i:
PAPJOVĖ 	 pap'j""o:v'E:
MAMA 	 mam""a
KOŠĖ 	 k""o:S'E:
PIENĄ 	 p'""iena:
NAUJA 	 nauj""a
DROBĖ 	 dr""o:b'E:
PATIKO 	 pat'""iko:
GREITAI 	 gr'^eitai
ČIUPTI 	 tS'""iup't'i
TURĖJAI 	 tur'""E:jai
MĄMAI 	 m^a:mai
ČESNĄKAS 	 tS'esn^a:kas
PATIKO 	 pat'""iko:
JONO 	 j^o:no:
SVEČES 	 s'v'^e:tS'es
ATVYKO 	 at'v'^i:ko:
LAIVAS 	 l^aivas
INKARĄ 	 i.^N.kara:
IŠMETĖ 	 ""iS'm'et'E:
DĖDĖ 	 d'^E:d'E:
KINKO 	 k'i.^N.ko:
ŽIRGĄ 	 Z'""i.r.ga:
ARKLYS 	 a.r.'kl'^i:s
DINGO 	 d'i.^N.go:
ŠENDIEN 	 S'e.^n.'d'ien
GAMTOS 	 ga.m.t^o:s
GĖRYBIŪ 	 g'E:r'""i:b'iu:
PALAUKS 	 pal^auks
ŠIRŠIŪ 	 S'""i.r.'S'iu:
SUGĖLIMAS 	 sug'E:l'""imas
PAVOJINGAS 	 pavo:j""i.N.gas
MAŽA 	 maZ""a
SĄGĖ 	 s^a:g'E:
PATIKO 	 pat'""iko:
YGRYS 	 i:gr'^i:s
ERZELYNĖ 	 e.r.'z'el'^i:n'E:
BAISI 	 bais'""i
VISADA 	 v'isad""a
GERBIU 	 g'e.r.'b'""iu
TĖVUS 	 t'E:v""us
VIENA 	 v'ien""a
KERTĖ 	 k'e.r.'t'^E:
TELIKO 	 t'el'""iko:
UŠTVARE 	 ""uStvar'e
ZEBRAS 	 z'""ebras
LĄKSTO 	 l^a:ksto:
RASA 	 ras""a
PAZIRZĖTI 	 paz'i.r.'z'""E:t'i
GĄLI 	 g^a:l'i
ANT 	 a.^n.t
STOGO 	 st""o:go:
ZYLĖ 	 z'""i:l'E:
TUPI 	 t""up'i
IŠ 	 ""iS
MAŠINOS 	 maS'""ino:s
GĄRAS 	 g^a:ras
KYLA 	 k'^i:la
GAIDYS 	 gaid'^i:s
GŪŽY 	 g^u:Z'i:
PRISIKIMŠO 	 p'r'is'ik'i.^m.So:
PAMOKYS 	 pam""o:k'i:s
GODŪ 	 g^o:du:
SENY 	 s'^e:n'i:
TĖVAS 	 t'""E:vas
PAGRĄŽINO 	 pagr^a:Z'ino:
STOGĄ 	 st""o:ga:
MAMA 	 mam""a
PUOŠE 	 p^uoS'e
KAMBARY 	 ka.^m.bar'i:
DĖDĖ 	 d'^E:d'E:
DUOBE 	 d^uob'e:
KĄSA 	 k^a:sa
TURBŪT 	 tu.r.b""u:t
WW 	 ww
VANDUO 	 va.n.d^uo
TEKA 	 t'^e:ka
ATSKRIDO 	 ats'kr'""ido:
PULKELIS 	 pu.l.'k'^e:l'is
ANČIŪ 	 ""a.n.'tS'iu:
MŪSŪ 	 m""u:su:
GULBELĖ 	 gu.l.'b'^e:l'E:
PARSKRIDO 	 pa.r.'s'kr'""ido:
KEULĖS 	 k'^eul'E:s
JOVALAI 	 jo:val^ai
PASIPYLĖ 	 pas'ip'""i:l'E:
TĖVAS 	 t'""E:vas
NAUJOKUS 	 naujo:k""us
APŽIŪRĖJO 	 ap'Z'iu:r'""E:jo:
TĖVAS 	 t'""E:vas
ARTOJO 	 a.r.t""o:jo:
PASIGEDO 	 pas'ig'^e:do:
TĖVAS 	 t'""E:vas
MIŠIŪ 	 m'iS'^iu:
SULAUKS 	 sul^auks
NAMUOS 	 nam^uos
NEMITAU 	 n'em'it^au
SAUSAI 	 saus^ai
OBELS 	 ""o:b'e.l.s
VAISIUMI 	 v^ais'ium'i
PUIKUOJASI 	 puik""uojas'i
GALĖS 	 gal'^E:s
IŽBRINKTI 	 iZ'b'r'""i.N.'kt'i
KVIEČEI 	 kv'ietS'^ei
VAIKAI 	 vaik^ai
BRESTA 	 b'r'""e:sta
GREITAI 	 gr'^eitai
GREIT 	 gr'^eit
ŽELE 	 Z'^e:l'e
PIEVA 	 p'""ieva
VIENAS 	 v'""ienas
RĖŽIS 	 r'^E:Z'is
LIKO 	 l'""iko:
SENELIS 	 s'en'^e:l'is
ŽILAS 	 Z'""ilas
LIKO 	 l'""iko:
NAUJAS 	 n^aujas
INKILAS 	 i.^N.'k'ilas
ATSIRĄDO 	 ats'ir^a:do:
BUVO 	 b""uvo:
BEGINKLIS 	 b'eg'i.^N.'kl'is
VAIKAS 	 v^aikas
PETRAS 	 p'^e:tras
DOSNUS 	 do:sn""us
PASIRODĖ 	 pas'ir""o:d'E:
VAIKAS 	 v^aikas
NEDORAI 	 n'edo:r^ai
PASIELGĖ 	 pas'""iel'g'E:
PAUKŠTIS 	 p^aukS't'is
LIZDO 	 l'""izdo:
PASIGEDO 	 pas'ig'^e:do:
SŪNUS 	 su:n""us
DOKUMENTUS 	 dOkum'e.n.t""us
PAMIRŠO 	 pam'i.^r.So:
MUMS 	 m""u.m.s
MOKYKLA 	 mo:k'i:kl""a
TOLI 	 to:l'""i
GREIT 	 gr'^eit
PAMOKA 	 pamo:k""a
PRABĖGO 	 prab'""E:go:
PAREIS 	 par'^eis
KAIMO 	 k""aimo:
KELIUKU 	 k'el'iuk""u
SUŽAVĖS 	 suZav'^E:s
MODERNUS 	 mOd'e.r.n""us
PĄSTATAS 	 p^a:statas
VIENA 	 v'ien""a
GULBĖ 	 gu.^l.'b'E:
PARSKRIDO 	 pa.r.'s'kr'""ido:
JONAS 	 j^o:nas
ILSĖTIS 	 i.l.'s'""E:t'is
NORI 	 n""o:r'i
PLAUKE 	 pl^auk'e
PILKI 	 p'i.l.'k'""i
DEBESYS 	 d'^e:b'es'i:s
VIENA 	 v'ien""a
DILGĖLĖ 	 d'i.l.'g'E:l'^E:
TELIKO 	 t'el'""iko:
VAIKAS 	 v^aikas
UGNY 	 ""ugn'i:
PAKŪRĖ 	 pak""u:r'E:
MĄŽAS 	 m^a:Zas
VAIKUTIS 	 vaik""ut'is
VERKE 	 v'e.^r.'k'e
DĖDĖ 	 d'^E:d'E:
TRUGDO 	 tr""ugdo:
TĖVUI 	 t'""E:vui
DŽEUGES 	 dZ'^eug'es
MAŽU 	 maZ""u
ŠEPEČIU 	 S'^e:p'etS'iu
NAUJA 	 nauj""a
SPINTA 	 s'p'""i.n.ta
SULŪŽO 	 sul""u:Zo:
VERŠEI 	 v'e.^r.'S'ei
ŽINDO 	 Z'""i.n.do:
KARVE 	 k""a.r.'v'e:
VIENAS 	 v'""ienas
ERŽILAS 	 e.^r.'Z'ilas
LIKO 	 l'""iko:
DUKRA 	 dukr""a
GERBĖ 	 g'e.^r.'b'E:
TETĄ 	 t'^e:ta:
GALBŪT 	 ga.l.b""u:t
ITERPKIME 	 it'e.^r.'p'k'im'e
SĄKINY 	 s^a:k'in'i:
ILGAI 	 i.l.g^ai
TIRPO 	 t'i.^r.po:
SNIEGAS 	 s'n'^iegas
TAVO 	 t""avo:
DIRŽAS 	 d'i.^r.Zas
KĄBO 	 k^a:bo:
PASITIKS 	 pas'it'""iks
IRZLŪ 	 i.^r.zlu:
TĖVĄ 	 t'""E:va:
KIEKVIENAS 	 k'iekv'""ienas
TSĄRAS 	 ts^a:ras
PIKTAS 	 p'""iktas
NORĖS 	 no:r'^E:s
BETSUKRĖS 	 b'ets""ukr'E:s
KOŠĖS 	 k^o:S'E:s
VIENAS 	 v'""ienas
TSOLIS 	 ts""o:l'is
TELIKO 	 t'el'""iko:
DĖDĖ 	 d'^E:d'E:
ŽIŪRI 	 Z'^iu:r'i
TOLIN 	 to:l'^i.n.
GREIT 	 gr'^eit
SIŪSKIM 	 s'^iu:s'k'i.m.
PĄŠTĄ 	 p""a:Sta:
VISUR 	 v'isu.^r.
KAČIŪ 	 katS'^iu:
PRIVISO 	 p'r'iv'""iso:
SŪNAUS 	 su:n^aus
BĖDA 	 b'E:d""a
SUGRAUDINO 	 sugraud'""ino:
ONAI 	 ^o:nai
SKRYBĖLĖ 	 s'kr'i:b'E:l'^E:
TIKO 	 t'""iko:
TIKRA 	 t'ikr""a
BLOGYBĖ 	 blo:g'""i:b'E:
BUVO 	 b""uvo:
MERAS 	 m'""eras
GIPIUS 	 G'ip'""ius
PASVEIKINO 	 pas'v'""eik'ino:
DAŽNIS 	 d""aZ'n'is
GERTSAIS 	 G'""e.r.tsais
MATUOJAMAS 	 mat""uojamas
TURBŪT 	 tu.r.b""u:t
NEGEROJIŠKAS 	 n'eG'er""OjiSkas
POELGIS 	 p""o:e.l.'g'is
PELĖDOS 	 p'el'""E:do:s
ŪBAUTI 	 ^u:baut'i
NUSTOJO 	 nust""o:jo:
Y 	 ^i:
SNIEGO 	 s'n'^iego:
SŪKURY 	 s^u:kur'i:
PATEKOM 	 pat'^e:ko:m
VIENAS 	 v'""ienas
DŪRIS 	 d^u:r'is
TEKO 	 t'^e:ko:
DAUG 	 d^aug
MIŠKŪ 	 m'iSk^u:
PRARĄDOM 	 prar^a:do:m
PIRKTŪ 	 p'i.^r.ktu:
ŽĄLĄ 	 Z^a:la:
KARVE 	 k""a.r.'v'e:
PASYMKI 	 pas'i:^m.'k'i
MAŽAS 	 maZ""as
ĄDATAS 	 ^a:datas
MAMA 	 mam""a
ŽŪTI 	 Z""u:t'i
GALĖJO 	 gal'""E:jo:
TĖVAS 	 t'""E:vas
GODUS 	 go:d""us
TĄPO 	 t^a:po:
RITA 	 r'it""a
MAZGOTES 	 mazgo:t'""es
PAKIŠO 	 pak'""iSo:
PAPUOŠ 	 p""apuoS
STOGO 	 st""o:go:
KRAIGĄ 	 kr^aiga:
RŪMUS 	 r""u:mus
GOBELENAS 	 gOb'el'""enas
PUOŠE 	 p^uoS'e
VAIKO 	 v^aiko:
KUMŠTELIS 	 ku.m.'S't'^e:l'is
MĄŽAS 	 m^a:Zas
VISUR 	 v'isu.^r.
DUMBLYNĄ 	 du.m.'b'l'""i:na:
PADĄRĖ 	 pad^a:r'E:
MANO 	 m""ano:
BANDYMAS 	 ba.^n.'d'i:mas
PAVYKO 	 pav'^i:ko:
UŠKALBINO 	 uSk""a.l.'b'ino:
BEDANTE 	 b'eda.^n.'t'e:
SENE 	 s'^e:n'e:
SENIS 	 s'^e:n'is
LĖTAS 	 l'^E:tas
TURBŪT 	 tu.r.b""u:t
GALĖS 	 gal'^E:s
PERGULĖTI 	 p'""e.r.gul'E:t'i
TVARTE 	 tv""a.r.'t'e
GREIT 	 gr'^eit
SAULĖ 	 s""aul'E:
PATEKĖS 	 pat'ek'^E:s
GRYNAS 	 gr'""i:nas
TSINKAS 	 ts'""i.N.kas
TELIKO 	 t'el'""iko:
MAMA 	 mam""a
TSENTUS 	 ts'e.n.t""us
PALIKO 	 pal'""iko:
ŠUNYS 	 S""un'i:s
NETSYPE 	 n'ets'^i:p'e
TYLEI 	 t'^i:l'ei
TOKS 	 t""o:ks
GUMORAS 	 G""umOras
KEISTAS 	 k'^eistas
TIKRAS 	 t'""ikras
GAREMAS 	 Gar'""emas
PAUKŠTIDĖJE 	 paukS't'""id'E:je
TIKRAS 	 t'""ikras
NEGARMONINGAS 	 n'eGa.r.mOn'""i.N.gas
KLIEDESYS 	 kl'ied'es'^i:s
AŠ 	 ""aS
SAKAU 	 sak^au
TAU 	 t""au
ILGAI 	 i.l.g^ai
SUPAI 	 sup^ai
SESE 	 s'^e:s'e:
DĖDĖ 	 d'^E:d'E:
PASUKO 	 pas""uko:
KAIRĖN 	 kair'""E:n.
VISUS 	 v'is""us
ELGETA 	 e.^l.'g'eta
PASITIKO 	 pas'it'""iko:
MANO 	 m""ano:
KELTIS 	 k'e.^l.'t'is
SUŽEISTAS 	 s""uZ'eistas
KAŠKOKE 	 kaSk""o:k'e:
BELGE 	 b'e.^l.'g'e:
PASIKVIETĖ 	 pas'""ikv'iet'E:
TĖVAS 	 t'""E:vas
IEŠKO 	 ""ieSko:
ŠVARKO 	 Sva.^r.ko:
IŠĖJO 	 iS'^E:jo:
KIETAS 	 k'""ietas
PYRĄGAS 	 p'i:r^a:gas
KOPŪSTO 	 ko:p^u:sto:
DIEGAS 	 d'""iegas
IŽDYGO 	 iZ'd'""i:go:
NĄMAS 	 n^a:mas
ERDVUS 	 e.r.dv""us
TĄPO 	 t^a:po:
VISI 	 v'is'""i
BERŽAI 	 b'e.r.Z^ai
SUPUVO 	 sup""uvo:
DĖDĖ 	 d'^E:d'E:
KERŠTU 	 k'e.r.St""u
DEGA 	 d'^e:ga
VISUS 	 v'is""us
ANGLAS 	 ""a.N.glas
PASVEIKINO 	 pas'v'""eik'ino:
MIŠKAS 	 m'""iSkas
TANKUS 	 t""a.N.kus
PASIDĄRĖ 	 pas'id^a:r'E:
PUIKUOJASI 	 puik""uojas'i
DIDŽIU 	 d'idZ'""iu
ŽMOGUMI 	 Zmo:gum'""i
KIBIRAI 	 k'ib'ir^ai
SKLIDINI 	 s'kl'id'in'""i
PIENO 	 p'""ieno:
KRŪMAS 	 kr""u:mas
VEŠLUS 	 v'eSl""us
AUGA 	 ""auga
GREIT 	 gr'^eit
ATVEDU 	 ""at'v'edu
ARKLIUS 	 ""a.r.'kl'ius
VAIKAS 	 v^aikas
GERVE 	 g'""e.r.'v'e
DŽEUGĖSI 	 dZ'^eug'E:s'i
KNYGAS 	 kn'i:g""as
BUTE 	 but'""e
PALIKO 	 pal'""iko:
NAUJUS 	 nauj""us
DRABUŽIUS 	 drabuZ'""ius
PIRKO 	 p'i.^r.ko:
SŪNUS 	 su:n""us
DARBU 	 d""a.r.bu
PIKTINOSI 	 p'""ikt'ino:s'i
MEKSTINIS 	 m'eks't'""in'is
IRTI 	 ""i.r.'t'i
PRADĖJO 	 prad'""E:jo:
ŠUNY 	 S""un'i:
PASPIRTI 	 pas'p'""i.r.'t'i
NORĖJO 	 no:r'""E:jo:
ILGAI 	 i.l.g^ai
GIRDĖ 	 g'""i.r.'d'E:
ŠUNY 	 S""un'i:
JONAS 	 j^o:nas
GABUS 	 gab""us
TURBŪT 	 tu.r.b""u:t
DĖDĖS 	 d'^E:d'E:s
BRIGADA 	 b'r'igad""a
PASTĄTĖ 	 past^a:t'E:
ATĄSKAITOS 	 at^a:skaito:s
YŽANGA 	 ""i:Za.N.ga
TRUMPOKA 	 tru.m.p""o:ka
ONA 	 o:n""a
BATUS 	 bat""us
PAMETĖ 	 p""am'et'E:
RYT 	 r'""i:t
NEBASI 	 n'ebas'""i
PAREIS 	 par'^eis
MERGAS 	 m'e.r.g""as
BOBA 	 b""o:ba
ŠAUKĖ 	 S^auk'E:
MAMA 	 mam""a
UŠKIMSTA 	 uS'k'""i.m.sta
TANKEI 	 t""a.N.'k'ei
VISADA 	 v'isad""a
GIMDAVO 	 g'""i.m.davo:
SŪNUS 	 su:n""us
SENEU 	 s'en'^eu
SENTIKEI 	 s'""e.n.'t'ik'ei
GYVENE 	 g'i:v'^e:n'e:
KEISTAS 	 k'^eistas
AGURKAS 	 agu.^r.kas
IŠAUGO 	 iS""augo:
PASIDARYS 	 pas'idar'^i:s
VISUR 	 v'isu.^r.
TAMSU 	 ta.m.s""u
PARŠAS 	 pa.^r.Sas
ĖDRUS 	 E:dr""us
TEKO 	 t'^e:ko:
GRYŽUSIU 	 gr'^i:Zus'iu
TĖČIU 	 t'E:tS'""iu
DŽEUGĖSI 	 dZ'^eug'E:s'i
TETOS 	 t'et^o:s
RYKŠTĖ 	 r'""i:kS't'E:
SULŪŽO 	 sul""u:Zo:
VAIKAMS 	 vaik""a.m.s
EMBLEMA 	 e.m.'b'l'em""a
PATIKO 	 pat'""iko:
MŪSŪ 	 m""u:su:
KEMPINĖ 	 k'e.m.'p'""in'E:
PRASTA 	 prast""a
KAIMYNO 	 kaim'""i:no:
ŽEMDIRBYS 	 Z'e.m.'d'i.r.'b'^i:s
ATVYKO 	 at'v'^i:ko:
PABRANKS 	 pabra.^N.ks
UNTSIJA 	 ""u.n.'ts'ija
TURBŪT 	 tu.r.b""u:t
TU 	 t""u
DUNDI 	 d""u.n.'d'i
SMARKEI 	 sma.^r.'k'ei
PREKES 	 p'r'ek'""es
URMU 	 ""u.r.mu
PIRKO 	 p'i.^r.ko:
SIUVIMO 	 s'iuv'""imo:
KURSAI 	 k""u.r.sai
PRASIDĖJO 	 pras'id'""E:jo:
Y 	 ^i:
PIRŠTĄ 	 p'i.^r.Sta:
DURDAVO 	 d""u.r.davo:
SKAUDŽEI 	 sk^audZ'ei
DĖDĖS 	 d'^E:d'E:s
ARKLIŪ 	 a.r.'kl'^iu:
PASIGEDO 	 pas'ig'^e:do:
PIRKO 	 p'i.^r.ko:
KARČIŪ 	 ka.r.'tS'^iu:
PIPIRŪ 	 p'ip'""iru:
MAMOS 	 mam^o:s
DARBELIS 	 da.r.'b'^e:l'is
PATIKO 	 pat'""iko:
IEŠKOKI 	 ieSk""o:k'i
ILGŪ 	 i.l.g^u:
ŠAKŪ 	 Sak^u:
MAMA 	 mam""a
ŠILKU 	 S'i.l.k""u
PUOŠĖSI 	 p^uoS'E:s'i
NAMUOSE 	 namuos'""e
BILDUKAS 	 b'i.l.d""ukas
ATSIRĄDO 	 ats'ir^a:do:
NAUJAS 	 n^aujas
EPAS 	 ""epas
ATSIRĄDO 	 ats'ir^a:do:
TURBŪT 	 tu.r.b""u:t
SEKTUM 	 s'""ektu.m.
PĄSKUI 	 p^a:skui
ANKSTI 	 a.N.'ks't'""i
DEGDAVO 	 d'""egdavo:
ŠVIESĄ 	 S'v'^iesa:
DŽEUGĖSI 	 dZ'^eug'E:s'i
KATE 	 kat'""e
SŪNUS 	 su:n""us
PRĄSTAS 	 pr^a:stas
ELGESYS 	 e.l.'g'es'^i:s
APSTULBINO 	 apstu.^l.'b'ino:
MŪSŪ 	 m""u:su:
ŽELDINYS 	 Z'e.l.'d'in'^i:s
ATSIGĄVO 	 ats'ig^a:vo:
MŪSŪ 	 m""u:su:
TELKINYS 	 t'e.l.'k'in'^i:s
UŽDŽIŪVO 	 uZ'dZ'""iu:vo:
TETAI 	 t'^e:tai
PUNŠAS 	 pu.^n.Sas
PATIKO 	 pat'""iko:
VAIKAI 	 vaik^ai
BUNDA 	 bu.^n.da
SUNKEI 	 su.^N.'k'ei
JONAS 	 j^o:nas
EŽY 	 ^e:Z'i:
PAGĄVO 	 pag^a:vo:
MAMA 	 mam""a
TETĄ 	 t'^e:ta:
SUTIKO 	 sut'""iko:
VIŠTA 	 v'iSt""a
DEDA 	 d'^e:da
KEUŠINY 	 k'euS'""in'i:
VISI 	 v'is'""i
TAKAI 	 tak^ai
PRADINGO 	 prad'i.^N.go:
DĖDĖ 	 d'^E:d'E:
TUKO 	 t""uko:
GREITAI 	 gr'^eitai
MANO 	 m""ano:
PIEŠTUKAS 	 p'ieSt""ukas
NUKRITO 	 nukr'""ito:
PRADĖJO 	 prad'""E:jo:
TIMPČIOTI 	 t'""i.m.'p'tS'io:t'i
LŪPAS 	 l""u:pas
ŠUNS 	 Su.^n.s
AUKA 	 auk""a
PASPRUKO 	 paspr""uko:
SUAUŠO 	 su""auSo:
TAUKAI 	 tauk^ai
PALIKTI 	 pal'ikt'""i
GARSEI 	 ga.^r.'s'ei
DAUŽAI 	 dauZ^ai
KIBIRUS 	 k'""ib'irus
ILGAI 	 i.l.g^ai
TAIKAU 	 t""aikau
SIŪLĄ 	 s'""iu:la:
SUKNELĖS 	 sukn'^e:l'E:s
ILGIS 	 i.^l.'g'is
NETIKO 	 n'et'""iko:
PATIKO 	 pat'""iko:
SILKĖ 	 s'i.^l.'k'E:
SŪRI 	 su:r'""i
IŽGIRDO 	 iZ'g'i.^r.do:
BILDESY 	 b'i.^l.'d'es'i:
TĖVAI 	 t'E:v^ai
TETOS 	 t'et^o:s
ANTIDĖ 	 a.n.'t'""id'E:
SUGRIUVO 	 sugr'""iuvo:
MAŠINAS 	 maS'in""as
IŽBANDYTI 	 iZba.n.'d'""i:t'i
REIKE 	 r'^eik'e
MAMA 	 mam""a
KANTRI 	 ka.n.'t'r'""i
PASIDĄRĖ 	 pas'id^a:r'E:
VIENAS 	 v'""ienas
NĄRAS 	 n^a:ras
PASKENDO 	 pas'k'e.^n.do:
ONOS 	 o:n^o:s
NORAS 	 n""o:ras
PATIKO 	 pat'""iko:
KALNUS 	 k""a.l.nus
PANŪDO 	 pan""u:do:
PAMATYTI 	 pamat'""i:t'i
AUGO 	 ""augo:
PENKI 	 p'e.N.'k'""i
KLEVAI 	 kl'ev^ai
IŠ 	 ""iS
KAŠKUR 	 kaSku.^r.
STOGDENGYS 	 sto:gd'e.N.'g'^i:s
ATSIRĄDO 	 ats'ir^a:do:
VISUS 	 v'is""us
ALKIS 	 a.^l.'k'is
KANKINA 	 ka.N.'k'""ina
MĄMĄ 	 m^a:ma:
ŠALTIS 	 Sa.^l.'t'is
KREČE 	 kr'^e:tS'e
TĖVO 	 t'""E:vo:
DALGIS 	 da.^l.'g'is
PRAPUOLĖ 	 prap""uol'E:
VANDENS 	 va.n.'d'e.^n.s
GERTI 	 g'""e.r.'t'i
TURĖS 	 tur'^E:s
ARKLYS 	 a.r.'kl'^i:s
GYVAS 	 g'""i:vas
PASILIKO 	 pas'il'""iko:
DĖDĖS 	 d'^E:d'E:s
GĖRĖ 	 g'""E:r'E:
TRAUKTINE 	 traukt'""in'e:
VAIKAS 	 v^aikas
GUDRUS 	 gudr""us
PASIRODO 	 pas'ir""o:do:
PALTUS 	 p""a.l.tus
DEGUTU 	 d'egut""u
SUTEPĖ 	 s""ut'ep'E:
DĖDĖ 	 d'^E:d'E:
SARGU 	 s""a.r.gu
PASITIKI 	 pas'""it'ik'i
SIENAS 	 s'""ienas
NUTEPTI 	 nut'""ep't'i
TURĖS 	 tur'^E:s
RENKIS 	 r'e.^N.'k'is
VATINUKU 	 vat'inuk""u
ŠILTU 	 S'i.l.t""u
PIKTINOSI 	 p'""ikt'ino:s'i
KŪNU 	 k""u:nu
PLIKU 	 p'l'ik""u
KAŠKAIP 	 kaSk^aip
JUDU 	 jud""u
GREITAI 	 gr'^eitai
SŪNAUS 	 su:n^aus
RAJUMU 	 rajum""u
PIKTINOSI 	 p'""ikt'ino:s'i
DĖDĖS 	 d'^E:d'E:s
ARTOJU 	 a.r.t""o:ju
DŽEUGĖSI 	 dZ'^eug'E:s'i
SKYSTIS 	 s'k'^i:s't'is
DEGUS 	 d'eg""us
PASIRODO 	 pas'ir""o:do:
LAUŽAS 	 l""auZas
NEDEGA 	 n'""ed'ega
SMARKEI 	 sma.^r.'k'ei
KOŠĖS 	 k^o:S'E:s
PUODE 	 p""uod'e
PALIKAU 	 pal'ik^au
